text,label
2 yıl önce istediğimiz telefon görüşme dokümanları hala gelmedi müşteri hizmetleri ilgisiz. Mahkemeye taşıyacağım.,Müşteri Hizmetleri Şikayetleri
"Vodafone; Son üç aydır gelen faturalarım kasım 307.5 tl, aralık 366.40 tl, ocak 418.20 tl. Güncel faturam şu anda 390 tl gözüküyor normalde 210 tl fatura ödemem gerekiyor. Hiç bir aşım göstermeme rağmen faturalarım anlamsız yüksek geliyor. Müşteri hizmetlerine hiçbir şekilde ulaşamıyorum. Mail attım ona da saçma sapan bir cevap attılar. Sosyal medyadan ulaşmaya çalışıyorum ona da geri dönen olmadı. İnsanın sinirleriyle cidden oynuyorlar.",Müşteri Hizmetleri Şikayetleri
"10.07.2017 saat 10.52 ve11.50'de yaptığım telefon görüşmesi ile tlf yurtdışında ınt. kullanımı için kullanmakta olduğum tarifeden açtırmak istedim acıldı, ben kurumsal hattım fakat şirketim 25 tl'lik kısmı karşılıyor en uygun olan olsun diye görüşerek internetten bir kaç mesaj attım zaten kaldığım yerin interneti vardı ayın 13'de bana aynı anda saat 19.50'de 4 tane ayrı ayrı mesaj geldi ve kullanınım 100 tl, 500 tl, 250 tl, 1000 tl olduğunu belirten ben paketim dahilinde kullanım yapacağım koşulu ile açtırmıştım bu mesajlar vaktinde gelse ben durumu fark eder kullanımı kapatırdım mağdur olmuş durumdayım yardımcı olunmasını istiyorum şikayeti telefon ile oluşturdum henüz dönülmedi mağduriyetimin giderilmesi fatura tutarının en uygun şekle getirilmesini istiyorum şu an 1500 tl üstünde gözüken faturamı ödeyecek gücüm yok borçlanarak ödeyeceğim, günlük kullanımda bir de konuşma yok sadece internet wi-fi ile yapılan görüşmeler inanılır gibi değil avea cep 0530 245 98**.",Teknik Şikayetler
Paketim yenilenmedi ve bundan hiç memnun değilim. Müşteri hizmetleri bu konuda yardımcı olmalı!,Paket ve Kampanya Şikayetleri
Aldığım hizmet için fazladan ücret talep ediliyor. Bu haksız uygulamayı derhal düzeltmeleri gerekiyor.,Fatura ve Ödeme Şikayetleri
"Vodafone Net müşteri temsilcilerinin boş konuştuğu, hizmete gelince hiç bir çaba göstermeden müşterilerle dalga geçen rezil bir kurum. 07 Aralık 2017 perşembe günü internetimiz teknik arızadan dolayı kesildi ve 08 Aralık cuma günü arıza kaydı açıldı. 72 saatte giderilmesi gereken arıza 192. saat geçmesine rağmen giderilmedi. Bu süre zarfında defalarca telefon konuşmaları oldu ama papağan gibi hepsi aynı cümleleri kurup durdu. Bir müşteri temsilcisi ordusu düşünün telefon başında, hiç biri teknik servisin kim olduğunu, nerede olduğunu, bize nasıl ulaşacaklarını bilmiyor. Abonelik iptali için 550 tl ceza istiyorlar 24 ay taahhüt ettiğimiz için. Açtım araştırdım kanun buldum 6502 sayılı kanunun 52. Maddesi gereği bu süre 12 aydan fazla olamaz diye. Bu kanunu söyledim bilmiyoruz ayağına yatıyorlar. Yani anlayacağınız evimizde internet yok, ama mecbur para ödüyoruz.",Abonelik ve İşlem Şikayetleri
Altyapı sorunları yaşamaya devam ediyorum çözüm için ne zaman adım atılacak?,Teknik Şikayetler
"17.09.2016 tarihinden buyana internet bağlantı sorunu yaşıyoruz. Çağrı merkezini defalarca aramama ragmen herhangi bir sonuca ulaşamayıp, kimseden dönüş yapılmayıp teknik ekip adresime kontrol için yönlendirilmiyor. Her görüştüğüm kişi 24 saat içinde bilgi verilecektir diyerek 6 gündür oyalanıyoruz. Sıfır müşteri memnuniyeti, sıfır hizmet. Sonuca varılamayan bir firma, yardım için kesinlikle destek olunmamaktadır. Bu konuda her şekilde şikayetlerimi tüm ilgili yerlere bildiriyorum. Çağrı merkezinden alamadığım hizmet sonucu artık superonlıne kullanıcısı olmayacağım. Bu şekilde müşteri kaybetmek sizin vizyonunuzda var.",Müşteri Hizmetleri Şikayetleri
Hattımı kapatma konusunda ciddi sorunlar yaşıyorum. İşlemler neden bu kadar karmaşık ve yavaş?,Müşteri Hizmetleri Şikayetleri
Tarife değişikliği sonrası faturam beklediğimden çok daha yüksek geldi. Daha fazla ücret kesimi neden?,Fatura ve Ödeme Şikayetleri
"Vodafone'a 16.7.2015 tarihnde geçiş yapıp taahhütlü 30 tl kırmızı akıl küpü paketini aldım. Vodafone ankara kumrular şubenin yanlış paket yazma neticesinde durum düzeltildi, sözleşme tarihim değişti 10 ay oldu. Ödediğim miktarın fazlalığı sebebiyle başka operatörü seçtim. Geçiş sonrası 1 fatura ödemem gerekirken 1 sene olan sözleşmemi talep edip onaylamadığım halde 1 sene dolmamış ve başka operatöre geçmişim gibi işlem yapıp benden cayma parası talep ediliyor, toplam ödemem gereken miktar 30 tl iken 90.03 tl ödemem gerektiği söyleniyor, bu haksızlık. Sözleşme 1 yıllıktı ve beni arayıp sözleşmenizi devam ettirmemizi istiyor musunuz dendiğinde istemediğimi söylemiştim. Lütfen ilgi ve yardımınızı bekliyorum. Saygılar.",Teknik Şikayetler
TTnet ve Tivibu nakil işlemi yapılmıyor iptal. Aboneliğimi iptal etmek istiyorum.,Abonelik ve İşlem Şikayetleri
Türk Telekom'dan Vodafone'a geçişim 5 günde tamamlanması gerekiyordu ancak geçiş işlemi 3 gün gecikmeli yapıldı. Faturayı ödemek zorunda kaldım.,Müşteri Hizmetleri Şikayetleri
"Sosyal medya paketim varken facebook ve instagram kullanımlarımdan internet gitmiyor. 60 tl yükleme karşılığı bana verilen 3 gb sözde hediye internetimi, uyanık vodafone sosyal medya paketinin önüne koyup önce onu tüketiyor. Bu durumda bana başka işlerde lazım olan internetimi bitirmiş oluyor. Eğer instagram içinse ben 60 tl yüklemezdim, zaten sosyal medya paketim var. Sürekli müşteriyi yolma odaklı bir politikaları var malesef.",Müşteri Hizmetleri Şikayetleri
"Yaklaşik iki aydır nakil yapılmıyor, 4 defa randevu verildi kimse gelmedi, artık yeter lütfen yardımcı olun.",Teknik Şikayetler
Siirtin göbeğinde bile şebeke yok! Böyle bir hizmet anlayışı kabul edilemez. Şebeke sorunlarının çözülmesi için acil bir çalışma yapılması gerekiyor.,Teknik Şikayetler
Habersiz bir şekilde üyelik yapılmış ve faturama 56 TL yansıtılmış. Bu tür uygulamaları kabul etmiyorum hemen düzeltilmesini istiyorum.,Fatura ve Ödeme Şikayetleri
Faturama izinsiz paket yenileme yapıldı ve fazla ücret alındı. Bu nasıl bir haksızlık?,Paket ve Kampanya Şikayetleri
Tarifem ile fatura bilgilerim aynı değil. Bu nasıl bir sistem?,Fatura ve Ödeme Şikayetleri
Superonline internetimde yaşadığım sorunları çözmek için çağrı merkezine başvuruyorum ama sıfır hizmet alıyorum. Müşteri desteği konusunda ciddi bir iyileştirme gerekiyor.,Müşteri Hizmetleri Şikayetleri
Turkcell'den nakit olarak telefon almak istedim ama onlar bana 3 yıl faturaya yansıtmalı vermişler. Yaşımdan dolayı olayı idrak edemedim. Ertesi gün iade etmek istediğimde mümkün olmadığını söylediler. Halbuki Turkcell'in sitesinde faturaya yansıtmalı olarak alınan cihazlar 7 gün içerisinde iade edilebilir diye bir madde var. Mağdur edildim. Kandırıldım. Gereğinin yapılmasını arz ederim. Bilginize.,Fatura ve Ödeme Şikayetleri
"Eve internet baştan savma koblolar sarkık vaziyette, sarı renkli kabloya dokunmayın demişler eşime, oysa kablo ortada. İnternet erişimi yok, kurulumu yapan kişilerden şikayetciyim.",Müşteri Hizmetleri Şikayetleri
Karaman'ın ortasında şebeke çekmiyor! Bu kadar büyük bir bölge nasıl kapsama alanınız dışında kalır?,Teknik Şikayetler
Vodafone Net'e 30.08.2017'de başvurdum ama internetim hâlâ açılmadı. Müşteri hizmetleri ilgilenmiyor faturayı da ödemek zorunda kaldım. Sözleşmemi iptal etmek istiyorum.,Fatura ve Ödeme Şikayetleri
"4441444 aradım bağlanmak mümkün değil sürekli bant kaydı var tuşlama yaptırırken mesajla bana benim onayım dışında birden fazla kanpanyaya katıldın şu kadar faturanıza yansıyacak diye mesaj geldi, benim onayım dışında beni abone yaptılar, bu bir soygun durdurun bu rezaleti, 444144 buradan vurgun yapıyorlar milleti soyuyorlar lütfen devlet yetkilileri size sesleniyorum durdurun bu vurgunu.",Teknik Şikayetler
"Yaklaşık 1 aydır kesik olan internetım için defalarca arıza kaydı bırakmama rağmen yapılamadı. Arıza kaydı için aradıgımda alt yapıyı telekom sagladıgı için onlar bakıyor bina tesisatında sorun oldugu söyleniyor ekektirikçi tarafından bakılması gerekli deniyor, sorunun bizde olmadıgını hatta başka bir internet hattı bağlandıgında çaliştıgını söylüyoruz telekomdan gelince bize haber vermesini söyledıgımız halde haber verilmiyor gelindiğine dair kimsenin haberi yok nasıl geliyolar binaya girmeden arızanın binada oldugunu söylemelerıni de anlamış degilim. Ayrıca telekom kendi arızası oldugunda binayı bırak dükkanın içine kadar girip arızayı gideriyolar iş turkcell olunca aynı özveride bulunmuyolar. Bir de kullanamadıgım internetime sanki kullanmişim gibi fatura kesilmesi de ayrı bir ironi. Bilgilerinize.",Fatura ve Ödeme Şikayetleri
Hava durumu bildirimini iptal etmek istiyorum ama olmuyor. Yardım lütfen!,Ürün ve Hizmet Spesifik Şikayetler
"Turkcell; 546586** no.lu kontörlü hatta 3 ayda 40 tl kontör yüklendiği halde hatta kontör yok. Acil durumlar için olan bu hat çok az kullanıldığı, 3 ayda 40 tl kontör yüklendiği halde şu anda hiç kontör yok. Turkcell bayiye gittim, ekranda yapılan kontör yüklemesi dışında bir şey göremiyor, herhalde vergiye gitmiştir diyor. Yani yüklenen para tamamen vergi mi oluyor. Nasıl oluyor, izahı nedir.",Teknik Şikayetler
Konusurken kesık kesık oluyor karsı tarafın sesı duyulmuyor faturalıya gecınce bu sıkıntıları yasıyoruz musterı temsılcılerıne ulaşamıyoruz cok kotu operatör.,Teknik Şikayetler
"Kurumsal Vodafone red tarifesi kullanıyoruz, normalde 55 tl olan hattımız yurtdışı Gprs kullanımı nedeniyle 37.500 tl olarak faturalandırıldı. Call center müşteri temsilcileri haricinde bir yetkiliye ulaşıp durumumuzu da izah edemiyoruz, resmi kanallardan faturaya itiraz ettik, bekliyoruz.",Fatura ve Ödeme Şikayetleri
"Türk telekom'da 3 ay çalıştım eşim çalışmıyor 2 çocugum var, agiden dolayı 1679 tl yatırmaları gerekirken 3 ay ısrarla 1603 tl yatırdılar ve 3 ay boyunca maaş hariç ödenmesi gereken primleri yatırmadılar. Türk telekom beylik kodum B0**, adım soyadım ertuğrul t. g. Sayın başkanımın konunun takipçisi olacagını biliyorum, saygılarımla.",Fatura ve Ödeme Şikayetleri
TL yükleme yaptıktan sonra hattımda haberim olmadan ücret kesildi. Bu haksız kesintinin acilen düzeltilmesini bekliyorum!,Paket ve Kampanya Şikayetleri
"02.06.2016 tarihinde Vodafone Ufuktepe Bayisine giderek, Suuidi Arabistan'a gideceğimi belirterek yurtdışı görüşme paketi satın almak istedim. 55 liraya 120 dakikalık yurtdışı paketini faturama tanımladılar. 19.06.2016 tarihinde telefonuma gelen 428 liralık borç mesajını görünce telefonumu aramalara kapattırdım. 06.07.2016 tarihinde yurt dışından döndüğümde müşteri hizmetlerini aradım. Faturamın toplam 628 tl olduğunu ve 450 tl'lik ara faturayı ödemeden hiçbir işlem ve hiçbir bilgi vermediler. 450 tl ara faturayı ödedim. Tanımlanan görüşme paketinin ''Avrupa ve Amerika'' paketi ve o yüzden faturanın bu şekilde olduğunu söylediler. Şikayet kaydı oluşturdum, hala cevap bekliyorum.",Teknik Şikayetler
Erzurum'un kalbinde bile şebeke yok! Bu kadar geniş bir alanda bu kadar kötü bir hizmet nasıl veriliyor?,Teknik Şikayetler
Nakil sorunu yaşıyorum 1 haftadır nakil işlemi yapılmadı. Bu konuda acil çözüm ve destek bekliyorum!,Abonelik ve İşlem Şikayetleri
"VODAFONE; Telefonum artan fatura nedeniyle sorun yasiyorum bunu taksitlendirme yapmak istiyorum. Butcem yok odeyecek kredi kartim, banka kartim yok çalışıyorum maasim var taksitlendirme yapmak istiyorum acil.",Fatura ve Ödeme Şikayetleri
Benden haksız bir şekilde iki ay arka arkaya 300 tl üzerinde para kesildi. Yaptığım itiraz neticesinde kesintinin bir hata olduğu ve kesilen paranın faturalarımdan düşüleceği söylendi. Ancak 3 aydır faturalarımdan bir kuruş bile düşülmedi. Son zamanlarda türk telekom'un zor durumda olduğu maddi sıkıntıları nedeni ile satılacağı gibi duyumlar alıyoruz. Acaba bu nedenle 300 tl olan paramın üstüne mi yatmak istiyorlar diye bazı kuşkulara düşüyorum. Bu durumun düzeltilmesini rica ediyorum.,Fatura ve Ödeme Şikayetleri
İlgili firmadan (bozdoğan iletişim) 08.04.2017 tarihinde turk telekom markalı bir şarj cihazı aldım. Cihaz bozuldu. İlgili yere gittiğimde fatura ile ürünü götürmem durumunda servislerinin olmadığı için birebir değişim olacağı söylendi. Ürünü götürdüm. İlk aldığımda aynı yerde çalışan personel faturanın kaybolmaması ve sıkıntı durumunda ihtiyaç olur diye fatura ve slip'i kutu üstüne bantladı. Fatura ve slip okunur durumdadır. İlgili yerdeki sorumlu kişi bantlama yapıldığı için ürünü alamayacaklarını bunun geçerli olmadığını söyleyip ürünü teslim almadı ya da değişim yapmadı. Ürünümün değişimi yada para iademin tarafıma yapılmasını istiyorum.,Teknik Şikayetler
Hattımı kapattırdım ama hala faturalar geliyor. Bu sorunu acilen çözün mağduriyetimi giderin!,Abonelik ve İşlem Şikayetleri
Zonguldak Çaycuma'da mobil sinyal hiç çekmiyor. Bu durum iletişimimi ciddi şekilde engelliyor.,Teknik Şikayetler
Türk telekom Çiftlik Samsun şubesi hat aktivasyonumu internet bağlantımda ploblem var bahanesi ile yapmıyor. Başka bayiler problem olmadığını söyledi ama hattı bu bayiden yenilediğim için aktivasyon yapamadım.,Abonelik ve İşlem Şikayetleri
"Turkcell Superonline; 3'lü fırsat kampanyası ile sabit telefonumuzu türk telekom'dan superonline taşıyarak telefon, internet ve tv abonesi olduk. Kampanya gereği aylık 100 dak. her yöne konuşma paketi dahil olduğu halde 18/02/2016'ya kadar olan konuşmalarımız fatura edilmiş ve otomatik ödeme kapsamında ödenmiş. İtiraz ettiğimde tanımlanmamış, yanlışlıkla fatura edilmiş diyerek bu tarihte tanımlama yapıldı, önceki aylarda hesabımdan çekilmiş para için bir şey yapamayacaklarını (geri ödeme ya da faturalarımda indirim olarak yansıtma) belirttiler. Bu nasıl bir mantıktır, yanlışlıkla aldıysanız doğrulukla geri verin.http://www.superonline.net/kampanyalar/3-ay-bedava-kampanyalari/3lu-firsat-kampanyası.",Fatura ve Ödeme Şikayetleri
"Turkcell; 6 gb vınn aldım 29 lira dediler aylık. Meğer aylık 35 liray'mış kandırdılar beni, nasıl iptal edebilirim.",Fatura ve Ödeme Şikayetleri
Vodafone Yanımda uygulamasıyla faturamı 4 kez ödendi. Fazla çekimlerin iadesini talep ediyorum. Sorun çözülmedi.,Fatura ve Ödeme Şikayetleri
"Türkcell dört dörtlük internet paketi kullanıyorum, evimde modem üzerinden internete bağlantıda sorun yaşıyorum. Türkcell müşteri hizmetlerini aradım ve müşteri temsilcisi ile yapacağım görüşme benim kontörlerimden kesileceği söylendi. İşin ilginç yanı müşteri temsilcileri birden fazla bölüme aktarıyor sonuç ve çözüm oluşmuyor. Böylelikle benden kontör parası fazla kesilmiş oluyor. Neden bir yada iki bölümde bu sorun çözülmüyor. Her bölüm tekrar tekrar kimlik numaramı istiyor bunlar zaman kaybı değil mi? Bir de müşteri temsilcileri hatalı aktarımlar yapıyor bunların kontörü bizden kesiliyor. Bu nasıl hizmet kalitesi anlayamadım.",Fatura ve Ödeme Şikayetleri
"Merhaba, yaklaşık 2.5 yıldır kullanmadığım ve kapalı olarak duran, ancak numaram iptal olmasın diye 3-4 ay önce kontörlü hatta çevirmek için çağrı merkezinin yönlendirmesiyle vodafone şubesine gittim. Burada uygun maliyetli olacak şekilde bir kontörlü hat için bilgi aldım ve başvurum yapıldı. Bir yetkili tarafından aranacağımı söylediler ve başka bir şey yapmamam gerektiği aktarıldı. Bugün görüyorum ki 3 ay fatura yansıtılmış ve ısrarla bunu ödemem gerektiğini belirtiyorlar. Sebepler aşağıdaki gibi: 1- Fatura çift sim'liymiş 2- Bana mesaj gönderilmiş konu ile ilgili (telefonumun kapalı olduğunu belirtmiştim ve yeni numaramı bıraktım- o da vodafone!) Bu maddeleri de yine Vodafone'a para kazandırarak, ücretli hatlarını arayarak öğrendim. Hala ısrarla yardımcı olmuyorlar, şuanda yetkili bir kişi ile görüşebilmek için 20 dk hatta bekliyorum. Sonuç yok, dönecekler! Teşekkürler.",Fatura ve Ödeme Şikayetleri
Müşteri hizmetleri hiç yardımcı olmuyor bir de fatura ücretimi arttırdılar. Ne yapmam gerek?,Ürün ve Hizmet Spesifik Şikayetler
"3. 25 gündür internet yok, her akşam müşteri hizmetleri ile görüşüyoruz her gün yarın geleceklerini söylüyorlar fakat hiç bir gelişme yok. Bildiğin dalga geçiyorlar. 25 günlük internet bağlantısı sorunu karşısında sadece 2 kere 4 gb internet veriyorlar. Her türlü yolu denedik ne geri mesaj ne telefonla arıyorlar nede fiziksel olarak görüşme yok. Bağlamayacaklarsa bağlamayacağız desinler.",Fatura ve Ödeme Şikayetleri
"23-04-2017 tarihine kadar 2 yıllık süperonline kurumsal internet aboneligimin bitimine 1 ay kala aranarak aboneligimin yenilenmesi için tekrar 2 yıllık abonelik sözleşmesi yapıldı fakat yeni aboneligimiz için modemimizi degiştirdiler bu arada 26 yıllık marketimizde kulanmakta oldugumuz telefon numaramız kesildi araştırdık yeni abonelik açıp yeni telefon baglanmış defalarca süperoline arayıp eski telefon numaramızı baglamalarını istedik 10 gün geçti halen cevap yok saatlerce görüşüp sorunumuza çözüm istiyoruz üretemiyorlar, bunlar nasıl kurumsal firma benim bakkalım daha iyi bu şirketten, çözüm lütfen.",Abonelik ve İşlem Şikayetleri
"2008 yılında aldıgım hattı 2010'da kapattırdım kapatırken de borcum olmadıgını defalarca soglediler, yıl 2018 simdi bir reel avukatlık firmasından her gun cep telefonuma mesaj yagıyor borcun var diye turkcell'e gidiyorum borcun var bize odemeyeceksin diyor peki turkcell'e soruyorum borcum varsa 2009'dan 2010'a kadar niye kullandırdın. 2018 yılında mı aklına geldi sonra arayıp da anlasma bile olmadan bu sirkete odeme yapmamı istemen ayıp olmuyor mu, sanki muz cumhuriyetinde yasıyoruz borcu olsa da olmasa da yıllar sonra borcun var diye tehtid alabilirsiniz, ondan dolayı tavsiyem turkcell'den uzak durun.",Fatura ve Ödeme Şikayetleri
Türk Telekom 10 gündür bağlantı sorunumu çözmüyor. Daha önce aynı konuyu buradan da şikayet ettim müşteri hizmetlerine de 3 defa şikayet oluşturdum en az 15 kez aradım ama sonuç sıfır. İnternetimi taşıdım yeni evimde altyapı fiber interneti desteklemedi ve internetimi kullanamıyorum talep oluşturduk teknik servis geldi rapor iletti alt yapının desteklemediğini ve mecburen daha düşük pakete geçmem gerektiğine dair ama sürekli işi yokuşa sürüyorlar. Her aramamda klişe cümleler incelemeler devam ediyor aciliyet belirtiyorum falan filan. Şikayete 48 saatte dönüş yapacağız dediler yapmadılar bile. Bu kadar ki müşterilerini takmayan bir firma. Taahhüt bitsin hem faturalı hattımı hem de internetimi kapatıp ilişiğimi keseceğim aklı olan da bu firma ile çalışmasın tavsiyem.,Abonelik ve İşlem Şikayetleri
"Talebim olmadığı halde maç nerede hizmeti geldi, mesajla iptal ettiğim halde hem mesaj geliyor hem de ücretini ödüyorum. Hizmetin iptalini talep ediyorum. Turkcell problemi çözmüyor, maç nerede hizmetlerine yönlendiriliyorum, oranın telefonuna da ulaşamıyorum. Eğer bu sorunuma çözüm bulunamaz ise yasal yollara başvuracağım ve şikayetçi olacağım. Bilgilerinize sunuyor cevap bekliyorum.",Fatura ve Ödeme Şikayetleri
Müşteri memnuniyetsizliği had safhada ve ürün satmak istemeyen çalışanlar oldukça can sıkıcı. Müşteri desteği acilen iyileştirilmeli.,Müşteri Hizmetleri Şikayetleri
Paket tanımlama bildirimlerinde ciddi bir sorun var. Yeni paketler hakkında bilgi alamıyorum ve bu durum beni mağdur ediyor. Hızlı çözüm bekliyorum!,Paket ve Kampanya Şikayetleri
Turkcell müşteri hizmetleri ile 14.07.2016 tarihinden bu yana görüşmekteyim. Söz konusu olan büromuza ait kullanılan 8 hattan ayrıldığımızda ödeyeceğimiz cayma bedeli hakkında tarafımıza mail atılmasını istedik ancak hala dönüş yapılmadı. Sorunumuzun acil giderilmesini istemekteyiz.,Fatura ve Ödeme Şikayetleri
2. Yeter artık iptal edin. 8 ay oldu hala iptal ettiremedim. İptal için telefonda konuşuyorum ertesi hafta tarifeni değiştirelim diye arıyorlar. Sonra öğreniyorum ki interneti aktif hale getirmişler. Bir daha arıyorum kusura bakmayın şikayetinizi alalım diyorlar. Sonra bir daha tarife deiğişikliği için aranıyorum. Yazılı faksı gönderdim şimdi de 1 aylık daha fatura gönderdiler. Bayideki imzamı görmezden gelip tekrar aboneliğimi başlattılar. Sakın açmayın diyorum iptalimi iptal ediyorlar. Ses kaydını dinlettirin diyorum onu da kabul etmiyorlar. Yeter istemiyorum dedikçe önce donduruyorlar şimdi de iptali için tekrar ıslak imza. Yeter artık.,Abonelik ve İşlem Şikayetleri
Fatura tutarım sürekli fazla geliyor ve bu durumu çözmek için yetkililere ulaşamıyorum. Acil çözüm bekliyorum.,Müşteri Hizmetleri Şikayetleri
Müşteri hizmetleri bana yanıt verirken yanıltıcı bilgiler sağlıyor. Doğru bilgi almayı hakkediyorum.,Müşteri Hizmetleri Şikayetleri
İzinsiz Keyif Mobil üyeliği için hattımdan 5 TL çekildi. Önceki aylarda da olmuş. Paramın geri iadesini talep ediyorum.,Fatura ve Ödeme Şikayetleri
"Kasım ayında 141 tl fatura bedelimi ödememe rağmen 12.08.2017 tarihinde ilgili bakiye faturama tekrar yansımış.ödediğim para personeliniz tarafından vodafone bayinizde farklı bir işlem için mi kullanıldı. Acil dönüş beklemekteyim. Ayrıca dönüş olmadığı takdirde tüketici haklarına da başvuracağımı iletmek isterim, acil çözüm bekliyorum.",Fatura ve Ödeme Şikayetleri
Paramın iadesini istiyorum. Bu kadar sorumsuzluk kabul edilemez acil geri ödeme yapılmalı!,Ürün ve Hizmet Spesifik Şikayetler
Vodafone tlf uygulamasında ücretli Spotify üyeliğine yanlışlıkla abone oldum. İtirazlarıma rağmen faturama yansıtıldı.,Müşteri Hizmetleri Şikayetleri
"10 gün önce internet ve telefon başvurusundan sonra gelen randevu mesajlarına hic bir sekilde uyulmadı. 15 agustos diye atılan randevu tarihinde gelmediler, bilginlendirme mesajı da gelmedi, sonrasında 18'i 23'ü şeklinde mesajlar geldi. Yetkilileri aradıgımda da 4 gün boyunca yarım saate geliyoruz diye kandırıldım. Mersin Tarsus şb çalışanlar kadar insanlara yalan söyleyebilen bir topluluk görmedim. Pazartesi eczanemi açıyorum ve internetim hala yok, turkcell'den vınn aldım onunla idare etmek zorundayım, beni ve hastalarımı mağdur ettiler. Evimde superonline kullanıyorum inanılmaz memnunum, sözlesmeyi imzaladıgım gün gelip kurdular. Eczanemin bulundugu bölgede fiber optik ağ olmadığı için ttnet'e gecmek zorunda kaldım, elinizde diğer firmalarla anlaşabilme şansınız varsa asla ttnet'i tercih etmeyin İnsanları rezil etmekten başka birşey yapmıyorlar.",Müşteri Hizmetleri Şikayetleri
"2. 8 Ekim 2017 bu yana Turkcell Superonline dsl internet bağlantım yok. Defalarca arıza kaydı açtırdım. Her kayıt açıldığında 48 saat içinde size geri dönüş yapılacak sözünü dinledim. 3 defasında ""hattınızı kontrol ettik tesisatınızda sorun var"" cevabını aldım ki hiç birinde kontrol edilmediğini biliyorum çünkü site güvenliğinden bilgi aldım ne sizden ne de Türk Telekom'dan kontrole gelen olmadı. Tesisatımızı da kontrol ettirdiğimize ve sorun olmadığına çağrı merkezinizi ikna ettikten sonra 16 Ekim'de kendi ekipleriniz tarafından yedek modem ile kontrol yapılması konusunda son bir kayıt açıldı ve 48 saat içinde randevu alınacağı söylendi. 5 gün geçti ne gelen oldu ne de telefon açıp randevu isteyen. Az önce tekrar telefon açtık ve tekrar aynı hikayeyi dinledik. İlk arıza kaydının üzerinden 12 gün, sizin ekiplerinizin yedek modem ile kontrol etmeye geleceğiz demesinin üzerinden 5 gün geçmiş. Bir arıza kaydına bu kadar duyarsız kalmanızı anlamak mümkün değil.",Fatura ve Ödeme Şikayetleri
Türkcell'e yüksek fatura ödüyorum ama puanım 7 aydır 400 TL ve telefon verilmedi. Sorunun çözülmesini bekliyorum yoksa başka operatöre geçeceğim.,Fatura ve Ödeme Şikayetleri
"15.10.2017'de superonline üyeliğim dolacaktı. Ben 12.10.2017'de Türk Telekoma geçtim ve aynı gün internet ve ev telefonu hizmete girdi. 22.12.2017 ve 27.12.2017'de 2 kere faks çektim, istenilen bilğileri gönderdim hala eksik bilğiniz var diye üyeliği kapatmıyorlar. Üye olurken bir telefonla yapıyorlar. Kapatırken telefon açıyorsun seni müşteri temsilcisine bağlamıyorlar.",Müşteri Hizmetleri Şikayetleri
Turkcell faturali hat kullanicisiyim. Dakikalarim bittikten sonra ek paket devreye girdi ve bilgim dahilinde olmayan bir konuydu. Musteri temsilcisinden bilgi istedim ama ne bana duzgun bir bilgi verebildi ne de ilgilendi. Bunlar yetmezmis gibi azarlayan bir tavirla konusmaya devam etti. Sikayetimi Turkcell'e bildirmeme ragmen hala geri donus yapilmadi. 10 gunu gecen bir sure oldu fakat bu konu unutulmadi ve bu saygisizlik unutulmayacak.,Teknik Şikayetler
"Muğla sıtkı koçman eğitim ve araştırma hastanesine yeni taşındık, turkcell hattım hastane içinde çoğu yerde çekmemektedir, bilgilerinize.",Teknik Şikayetler
"Vodafone'dan 8 ay önce aldığım Vodafone smart 7 ultranın ayıplı çıkmasından dolayı Tüketici Hakem Heyetine başvurdum ve karar olumlu cıktı para iadesi yapılması kararı cıktı ama bir ay geçmesine rağmen hiçbir geri dönüş olmadı. 542'yi aradığımda bayi ile iletişime geçmeniz gerek deniyor bayiye gidince Vodafone.com.tr ile iletişime geçmeniz gerekiyor deniyor, bir cikar yol bulamadım hiç bir şekilde Vodafone'u tavsiye etmiyorum mağdurum.",Fatura ve Ödeme Şikayetleri
"Turkcell cihaz kampanyası ile aldığım akıllı telefon daha haftasını doldurmadan arıza verdi. Cihazı Ankara mamak nata vega da bulunan turkcell bayisinden aldım. Ürünü teslim ederken tamam abi hallederiz değiştirildi dendi fakat yaklaşık 15 gün sonra ürün tamir edildi. Gelin alın dendi hem de şikayetim ile alakasız bir işlem yapılmış. Benim ürünümde hoparlörde cızırtı vardı ve donuyor resetliyordu. Teknik servis nasılsa hatayı bataryada bulmuş, bataryayı yenilemiş. Konu ile ilgili yardım bekliyorum bir de ürünü verirken kvk garantili denmişti. Kvk'ya götürdüğümde ise böyle bir şey olmadığı ortaya çıktı. Ürün İstanbul'da firma garantilimiş. Konuyu yasal haklarımı kullanmak zorunda kalmadan çözmek istiyorum.",Ürün ve Hizmet Spesifik Şikayetler
Taahhüt bitti kapattırmak istedim. Yavaş internet 48 saat dediler 1 ay geçti.,Sözleşme ve Taahhüt Şikayetleri
